"ID_CIDERH","TEMP_MIN_RBE","Anio","Mes","Dia"
"M_015_A_II",-0.38652648925778976,1997,5,13
"M_015_A_II",0.354280090332054,1997,5,14
"M_015_A_II",0.03360900878908535,1997,5,15
"M_015_A_II",0.28138122558596024,1997,5,16
"M_015_A_II",-0.392271423339821,1997,5,17
"M_015_A_II",-0.8533843994140395,1997,5,18
"M_015_A_II",-0.33537902832028976,1997,5,19
"M_015_A_II",-0.19649353027341476,1997,5,20
"M_015_A_II",-0.984770202636696,1997,5,21
"M_015_A_II",-1.3031219482421643,1997,5,22
"M_015_A_II",-0.811247253417946,1997,5,23
"M_015_A_II",-1.4308074951171645,1997,5,24
"M_015_A_II",-1.3666290283202895,1997,5,25
"M_015_A_II",-0.7239517211913836,1997,5,26
"M_015_A_II",-1.3564208984374773,1997,5,27
"M_015_A_II",0.028718566894554043,1997,5,28
"M_015_A_II",-0.5974792480468522,1997,5,29
"M_015_A_II",-1.4184326171874773,1997,5,30
"M_015_A_II",-0.6044372558593523,1997,5,31
"M_015_A_II",0.03917846679689779,1997,6,1
"M_015_A_II",-0.45987548828122726,1997,6,2
"M_015_A_II",-1.5507644653320085,1997,6,3
"M_015_A_II",-1.2423690795898208,1997,6,4
"M_015_A_II",-1.342008972167946,1997,6,5
"M_015_A_II",-1.2857803344726335,1997,6,6
"M_015_A_II",-1.7358306884765398,1997,6,7
"M_015_A_II",-2.133116149902321,1997,6,8
"M_015_A_II",-2.1569351196288835,1997,6,9
"M_015_A_II",-2.3897918701171648,1997,6,10
"M_015_A_II",-2.2814468383788835,1997,6,11
"M_015_A_II",-0.9899353027343523,1997,6,12
"M_015_A_II",-1.123136901855446,1997,6,13
"M_015_A_II",-0.8204330444335708,1997,6,14
"M_015_A_II",0.11244354248049149,1997,6,15
"M_015_A_II",0.596437072753929,1997,6,16
"M_015_A_II",-0.443113708496071,1997,6,17
"M_015_A_II",-1.095732116699196,1997,6,18
"M_015_A_II",-1.9699005126952893,1997,6,19
"M_015_A_II",-0.31004943847653976,1997,6,20
"M_015_A_II",0.7300964355468977,1997,6,21
