"ID_CIDERH","PP_RBE","Anio","Mes","Dia"
"M_030_A_XV",0.030020948499441147,1983,7,1
"M_030_A_XV",0,1983,7,2
"M_030_A_XV",0,1983,7,3
"M_030_A_XV",0,1983,7,4
"M_030_A_XV",0,1983,7,5
"M_030_A_XV",0,1983,7,6
"M_030_A_XV",0,1983,7,7
"M_030_A_XV",0,1983,7,8
"M_030_A_XV",0,1983,7,9
"M_030_A_XV",0,1983,7,10
"M_030_A_XV",0,1983,7,11
"M_030_A_XV",0,1983,7,12
"M_030_A_XV",0,1983,7,13
"M_030_A_XV",0,1983,7,14
"M_030_A_XV",0,1983,7,15
"M_030_A_XV",0,1983,7,16
"M_030_A_XV",0,1983,7,17
"M_030_A_XV",0,1983,7,18
"M_030_A_XV",0,1983,7,19
"M_030_A_XV",0,1983,7,20
"M_030_A_XV",0,1983,7,21
"M_030_A_XV",0,1983,7,22
"M_030_A_XV",0,1983,7,23
"M_030_A_XV",0,1983,7,24
"M_030_A_XV",0.02948763035237789,1983,7,25
"M_030_A_XV",0.23919896269217134,1983,7,26
"M_030_A_XV",0,1983,7,27
"M_030_A_XV",0,1983,7,28
"M_030_A_XV",0,1983,7,29
"M_030_A_XV",0.03194493381306529,1983,7,30
"M_030_A_XV",0,1983,7,31
"M_030_A_XV",0,1983,8,1
"M_030_A_XV",0,1983,8,2
"M_030_A_XV",0,1983,8,3
"M_030_A_XV",0,1983,8,4
"M_030_A_XV",0,1983,8,5
"M_030_A_XV",0,1983,8,6
"M_030_A_XV",0,1983,8,7
"M_030_A_XV",0,1983,8,8
"M_030_A_XV",0.010385796427726746,1983,8,9
"M_030_A_XV",0,1983,8,10
"M_030_A_XV",0,1983,8,11
"M_030_A_XV",0,1983,8,12
"M_030_A_XV",0,1983,8,13
"M_030_A_XV",0.060277778655290604,1983,8,14
"M_030_A_XV",0.6653650999069214,1983,8,15
"M_030_A_XV",0.07010698970407248,1983,8,16
"M_030_A_XV",0.0024573025293648243,1983,8,17
"M_030_A_XV",0,1983,8,18
"M_030_A_XV",0,1983,8,19
"M_030_A_XV",0,1983,8,20
"M_030_A_XV",0,1983,8,21
"M_030_A_XV",0,1983,8,22
"M_030_A_XV",0,1983,8,23
"M_030_A_XV",0,1983,8,24
"M_030_A_XV",0,1983,8,25
"M_030_A_XV",0.8128449120558798,1983,8,26
